line,type,issue,detail
343,normalize,date_normalized,"{""event_date"": ""2012-02-27T07:00:00Z""}"
344,normalize,date_normalized,"{""event_date"": ""2012-04-25T06:00:00Z""}"
345,normalize,date_normalized,"{""event_date"": ""2015-01-20T07:00:00Z""}"
346,normalize,date_normalized,"{""event_date"": ""2011-07-25T06:00:00Z""}"
347,normalize,date_normalized,"{""event_date"": ""2011-04-02T06:00:00Z""}"
348,normalize,date_normalized,"{""event_date"": ""2011-04-20T06:00:00Z""}"
349,normalize,date_normalized,"{""event_date"": ""2011-05-05T06:00:00Z""}"
350,normalize,date_normalized,"{""event_date"": ""2012-02-13T07:00:00Z""}"
351,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
352,normalize,date_normalized,"{""event_date"": ""2011-03-09T07:00:00Z""}"
353,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
354,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
355,normalize,date_normalized,"{""event_date"": ""2009-06-07T06:00:00Z""}"
356,normalize,date_normalized,"{""event_date"": ""2012-06-29T06:00:00Z""}"
357,normalize,date_normalized,"{""event_date"": ""2012-04-25T06:00:00Z""}"
358,normalize,date_normalized,"{""event_date"": ""2012-03-29T06:00:00Z""}"
359,normalize,date_normalized,"{""event_date"": ""2012-06-13T06:00:00Z""}"
360,normalize,date_normalized,"{""event_date"": ""2011-12-16T07:00:00Z""}"
361,normalize,date_normalized,"{""event_date"": ""2012-02-07T07:00:00Z""}"
362,normalize,date_normalized,"{""event_date"": ""2011-06-20T06:00:00Z""}"
363,normalize,date_normalized,"{""event_date"": ""2012-03-04T07:00:00Z""}"
364,normalize,date_normalized,"{""event_date"": ""2012-07-26T06:00:00Z""}"
365,normalize,date_normalized,"{""event_date"": ""2011-03-24T06:00:00Z""}"
366,normalize,date_normalized,"{""event_date"": ""2015-06-20T06:00:00Z""}"
367,normalize,date_normalized,"{""event_date"": ""2011-03-27T06:00:00Z""}"
368,normalize,date_normalized,"{""event_date"": ""2012-03-31T06:00:00Z""}"
369,normalize,date_normalized,"{""event_date"": ""2010-11-17T07:00:00Z""}"
370,normalize,date_normalized,"{""event_date"": ""2011-01-25T07:00:00Z""}"
371,normalize,date_normalized,"{""event_date"": ""2011-10-19T06:00:00Z""}"
372,normalize,date_normalized,"{""event_date"": ""2012-02-08T07:00:00Z""}"
373,normalize,date_normalized,"{""event_date"": ""2012-02-07T07:00:00Z""}"
374,normalize,date_normalized,"{""event_date"": ""2012-03-26T06:00:00Z""}"
375,normalize,date_normalized,"{""event_date"": ""2014-04-18T06:00:00Z""}"
376,normalize,date_normalized,"{""event_date"": ""2011-10-19T06:00:00Z""}"
377,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
378,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
379,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
380,normalize,date_normalized,"{""event_date"": ""2012-03-31T06:00:00Z""}"
381,normalize,date_normalized,"{""event_date"": ""2010-06-08T06:00:00Z""}"
382,normalize,date_normalized,"{""event_date"": ""2009-11-26T07:00:00Z""}"
383,normalize,date_normalized,"{""event_date"": ""2011-10-17T06:00:00Z""}"
384,normalize,date_normalized,"{""event_date"": ""2010-03-25T06:00:00Z""}"
385,normalize,date_normalized,"{""event_date"": ""2009-12-23T07:00:00Z""}"
386,normalize,date_normalized,"{""event_date"": ""2011-12-14T07:00:00Z""}"
387,normalize,date_normalized,"{""event_date"": ""2012-05-29T06:00:00Z""}"
388,normalize,date_normalized,"{""event_date"": ""2012-02-28T07:00:00Z""}"
389,normalize,date_normalized,"{""event_date"": ""2011-04-21T06:00:00Z""}"
390,normalize,date_normalized,"{""event_date"": ""2011-11-03T06:00:00Z""}"
391,normalize,date_normalized,"{""event_date"": ""2011-05-05T06:00:00Z""}"
392,normalize,date_normalized,"{""event_date"": ""2012-04-13T06:00:00Z""}"
393,normalize,date_normalized,"{""event_date"": ""2011-01-21T07:00:00Z""}"
394,normalize,date_normalized,"{""event_date"": ""2012-01-09T07:00:00Z""}"
395,normalize,date_normalized,"{""event_date"": ""2009-07-21T06:00:00Z""}"
396,normalize,date_normalized,"{""event_date"": ""2012-05-23T06:00:00Z""}"
397,normalize,date_normalized,"{""event_date"": ""2009-08-25T06:00:00Z""}"
398,normalize,date_normalized,"{""event_date"": ""2012-04-06T06:00:00Z""}"
399,normalize,date_normalized,"{""event_date"": ""2010-10-21T06:00:00Z""}"
400,normalize,date_normalized,"{""event_date"": ""2012-04-10T06:00:00Z""}"
401,normalize,date_normalized,"{""event_date"": ""2012-05-09T06:00:00Z""}"
402,normalize,date_normalized,"{""event_date"": ""2010-09-28T06:00:00Z""}"
403,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
404,normalize,date_normalized,"{""event_date"": ""2010-07-27T06:00:00Z""}"
405,normalize,date_normalized,"{""event_date"": ""2012-08-10T06:00:00Z""}"
406,normalize,date_normalized,"{""event_date"": ""2013-02-21T07:00:00Z""}"
407,normalize,date_normalized,"{""event_date"": ""2010-09-28T06:00:00Z""}"
408,normalize,date_normalized,"{""event_date"": ""2011-08-31T06:00:00Z""}"
409,normalize,date_normalized,"{""event_date"": ""2012-03-29T06:00:00Z""}"
410,normalize,date_normalized,"{""event_date"": ""2009-12-23T07:00:00Z""}"
411,normalize,date_normalized,"{""event_date"": ""2011-05-05T06:00:00Z""}"
412,normalize,date_normalized,"{""event_date"": ""2009-08-27T06:00:00Z""}"
413,normalize,date_normalized,"{""event_date"": ""2010-06-17T06:00:00Z""}"
414,normalize,date_normalized,"{""event_date"": ""2011-05-19T06:00:00Z""}"
415,normalize,date_normalized,"{""event_date"": ""2011-09-16T06:00:00Z""}"
416,normalize,date_normalized,"{""event_date"": ""2012-08-02T06:00:00Z""}"
417,normalize,date_normalized,"{""event_date"": ""2013-06-22T06:00:00Z""}"
418,normalize,date_normalized,"{""event_date"": ""2012-08-09T06:00:00Z""}"
419,normalize,date_normalized,"{""event_date"": ""2012-01-10T07:00:00Z""}"
420,normalize,date_normalized,"{""event_date"": ""2011-11-20T07:00:00Z""}"
421,normalize,date_normalized,"{""event_date"": ""2010-03-15T06:00:00Z""}"
422,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
423,normalize,date_normalized,"{""event_date"": ""2012-01-17T07:00:00Z""}"
424,normalize,date_normalized,"{""event_date"": ""2011-06-13T06:00:00Z""}"
425,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
426,normalize,date_normalized,"{""event_date"": ""2013-02-21T07:00:00Z""}"
427,normalize,date_normalized,"{""event_date"": ""2012-02-21T07:00:00Z""}"
428,normalize,date_normalized,"{""event_date"": ""2011-03-24T06:00:00Z""}"
429,normalize,date_normalized,"{""event_date"": ""2011-10-19T06:00:00Z""}"
430,normalize,date_normalized,"{""event_date"": ""2012-03-31T06:00:00Z""}"
431,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
432,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
433,normalize,date_normalized,"{""event_date"": ""2012-04-06T06:00:00Z""}"
434,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
435,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
436,normalize,date_normalized,"{""event_date"": ""2011-04-21T06:00:00Z""}"
437,normalize,date_normalized,"{""event_date"": ""2012-11-13T07:00:00Z""}"
438,normalize,date_normalized,"{""event_date"": ""2011-03-14T06:00:00Z""}"
439,normalize,date_normalized,"{""event_date"": ""2008-08-02T06:00:00Z""}"
440,normalize,date_normalized,"{""event_date"": ""2012-03-29T06:00:00Z""}"
441,normalize,date_normalized,"{""event_date"": ""2011-10-19T06:00:00Z""}"
442,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
443,normalize,date_normalized,"{""event_date"": ""2009-08-16T06:00:00Z""}"
444,normalize,date_normalized,"{""event_date"": ""2011-10-19T06:00:00Z""}"
445,normalize,date_normalized,"{""event_date"": ""2012-11-14T07:00:00Z""}"
446,normalize,date_normalized,"{""event_date"": ""2012-08-10T06:00:00Z""}"
447,normalize,date_normalized,"{""event_date"": ""2010-03-12T07:00:00Z""}"
448,normalize,date_normalized,"{""event_date"": ""2010-03-15T06:00:00Z""}"
449,normalize,date_normalized,"{""event_date"": ""2012-08-17T06:00:00Z""}"
450,normalize,date_normalized,"{""event_date"": ""2009-12-23T07:00:00Z""}"
451,normalize,date_normalized,"{""event_date"": ""2012-03-31T06:00:00Z""}"
452,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
453,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
454,normalize,date_normalized,"{""event_date"": ""2012-06-13T06:00:00Z""}"
455,normalize,date_normalized,"{""event_date"": ""2011-01-06T07:00:00Z""}"
456,normalize,date_normalized,"{""event_date"": ""2012-03-31T06:00:00Z""}"
457,normalize,date_normalized,"{""event_date"": ""2009-08-25T06:00:00Z""}"
458,normalize,date_normalized,"{""event_date"": ""2013-02-21T07:00:00Z""}"
459,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
460,normalize,date_normalized,"{""event_date"": ""2011-03-24T06:00:00Z""}"
461,normalize,date_normalized,"{""event_date"": ""2010-08-18T06:00:00Z""}"
462,normalize,date_normalized,"{""event_date"": ""2009-12-23T07:00:00Z""}"
463,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
464,normalize,date_normalized,"{""event_date"": ""2010-10-21T06:00:00Z""}"
465,normalize,date_normalized,"{""event_date"": ""2012-06-15T06:00:00Z""}"
466,normalize,date_normalized,"{""event_date"": ""2012-07-13T06:00:00Z""}"
467,normalize,date_normalized,"{""event_date"": ""2015-07-01T06:00:00Z""}"
468,normalize,date_normalized,"{""event_date"": ""2012-02-09T07:00:00Z""}"
469,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
470,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
471,normalize,date_normalized,"{""event_date"": ""2009-12-05T07:00:00Z""}"
472,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
473,normalize,date_normalized,"{""event_date"": ""2012-06-06T06:00:00Z""}"
474,normalize,date_normalized,"{""event_date"": ""2009-06-18T06:00:00Z""}"
475,normalize,date_normalized,"{""event_date"": ""2011-10-19T06:00:00Z""}"
476,normalize,date_normalized,"{""event_date"": ""2012-07-13T06:00:00Z""}"
477,normalize,date_normalized,"{""event_date"": ""2012-04-13T06:00:00Z""}"
478,normalize,date_normalized,"{""event_date"": ""2013-07-26T06:00:00Z""}"
479,normalize,date_normalized,"{""event_date"": ""2011-03-29T06:00:00Z""}"
480,normalize,date_normalized,"{""event_date"": ""2011-05-05T06:00:00Z""}"
481,normalize,date_normalized,"{""event_date"": ""2011-04-18T06:00:00Z""}"
482,normalize,date_normalized,"{""event_date"": ""2011-06-01T06:00:00Z""}"
483,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
484,normalize,date_normalized,"{""event_date"": ""2012-04-10T06:00:00Z""}"
485,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
486,normalize,date_normalized,"{""event_date"": ""2012-08-13T06:00:00Z""}"
487,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
488,normalize,date_normalized,"{""event_date"": ""2010-03-15T06:00:00Z""}"
489,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
490,normalize,date_normalized,"{""event_date"": ""2011-10-27T06:00:00Z""}"
491,normalize,date_normalized,"{""event_date"": ""2010-08-27T06:00:00Z""}"
492,normalize,date_normalized,"{""event_date"": ""2011-08-24T06:00:00Z""}"
493,normalize,date_normalized,"{""event_date"": ""2011-01-18T07:00:00Z""}"
494,normalize,date_normalized,"{""event_date"": ""2012-09-10T06:00:00Z""}"
495,normalize,date_normalized,"{""event_date"": ""2012-08-29T06:00:00Z""}"
496,normalize,date_normalized,"{""event_date"": ""2012-12-25T07:00:00Z""}"
497,normalize,date_normalized,"{""event_date"": ""2011-12-27T07:00:00Z""}"
498,normalize,date_normalized,"{""event_date"": ""2012-10-25T06:00:00Z""}"
499,normalize,date_normalized,"{""event_date"": ""2010-09-16T06:00:00Z""}"
500,normalize,date_normalized,"{""event_date"": ""2010-11-18T07:00:00Z""}"
501,normalize,date_normalized,"{""event_date"": ""2011-06-20T06:00:00Z""}"
502,normalize,date_normalized,"{""event_date"": ""2012-04-12T06:00:00Z""}"
503,normalize,date_normalized,"{""event_date"": ""2013-02-22T07:00:00Z""}"
504,normalize,date_normalized,"{""event_date"": ""2013-01-31T07:00:00Z""}"
505,normalize,date_normalized,"{""event_date"": ""2013-01-31T07:00:00Z""}"
506,normalize,date_normalized,"{""event_date"": ""2013-03-20T06:00:00Z""}"
507,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
508,normalize,date_normalized,"{""event_date"": ""2013-03-20T06:00:00Z""}"
509,normalize,date_normalized,"{""event_date"": ""2013-12-20T07:00:00Z""}"
510,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
511,normalize,date_normalized,"{""event_date"": ""2015-02-26T07:00:00Z""}"
512,normalize,date_normalized,"{""event_date"": ""2015-06-20T06:00:00Z""}"
513,normalize,date_normalized,"{""event_date"": ""2012-11-13T07:00:00Z""}"
514,normalize,date_normalized,"{""event_date"": ""2012-11-13T07:00:00Z""}"
515,normalize,date_normalized,"{""event_date"": ""2012-09-04T06:00:00Z""}"
516,normalize,date_normalized,"{""event_date"": ""2009-01-26T07:00:00Z""}"
517,normalize,date_normalized,"{""event_date"": ""2010-07-26T06:00:00Z""}"
518,normalize,date_normalized,"{""event_date"": ""2008-04-08T06:00:00Z""}"
519,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
520,normalize,date_normalized,"{""event_date"": ""2012-05-14T06:00:00Z""}"
521,normalize,date_normalized,"{""event_date"": ""2011-05-31T06:00:00Z""}"
522,normalize,date_normalized,"{""event_date"": ""2010-01-25T07:00:00Z""}"
523,normalize,date_normalized,"{""event_date"": ""2013-07-25T06:00:00Z""}"
524,normalize,date_normalized,"{""event_date"": ""2012-11-09T07:00:00Z""}"
525,normalize,date_normalized,"{""event_date"": ""2013-02-21T07:00:00Z""}"
526,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
527,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
528,normalize,date_normalized,"{""event_date"": ""2012-08-30T06:00:00Z""}"
529,normalize,date_normalized,"{""event_date"": ""2010-07-08T06:00:00Z""}"
530,normalize,date_normalized,"{""event_date"": ""2012-11-19T07:00:00Z""}"
531,normalize,date_normalized,"{""event_date"": ""2012-09-07T06:00:00Z""}"
532,normalize,date_normalized,"{""event_date"": ""2010-07-08T06:00:00Z""}"
533,normalize,date_normalized,"{""event_date"": ""2011-10-18T06:00:00Z""}"
534,normalize,date_normalized,"{""event_date"": ""2010-05-10T06:00:00Z""}"
535,normalize,date_normalized,"{""event_date"": ""2013-06-26T06:00:00Z""}"
536,normalize,date_normalized,"{""event_date"": ""2011-01-20T07:00:00Z""}"
537,normalize,date_normalized,"{""event_date"": ""2012-09-19T06:00:00Z""}"
538,normalize,date_normalized,"{""event_date"": ""2010-07-08T06:00:00Z""}"
539,normalize,date_normalized,"{""event_date"": ""2015-04-02T06:00:00Z""}"
540,normalize,date_normalized,"{""event_date"": ""2012-07-10T06:00:00Z""}"
541,normalize,date_normalized,"{""event_date"": ""2013-12-11T07:00:00Z""}"
542,normalize,date_normalized,"{""event_date"": ""2012-05-01T06:00:00Z""}"
543,normalize,date_normalized,"{""event_date"": ""2009-12-21T07:00:00Z""}"
544,normalize,date_normalized,"{""event_date"": ""2012-03-07T07:00:00Z""}"
545,normalize,date_normalized,"{""event_date"": ""2011-03-22T06:00:00Z""}"
546,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
547,normalize,date_normalized,"{""event_date"": ""2011-02-28T07:00:00Z""}"
548,normalize,date_normalized,"{""event_date"": ""2011-05-28T06:00:00Z""}"
549,normalize,date_normalized,"{""event_date"": ""2010-03-26T06:00:00Z""}"
550,normalize,date_normalized,"{""event_date"": ""2009-12-28T07:00:00Z""}"
551,normalize,date_normalized,"{""event_date"": ""2011-12-19T07:00:00Z""}"
552,normalize,date_normalized,"{""event_date"": ""2011-06-09T06:00:00Z""}"
553,normalize,date_normalized,"{""event_date"": ""2009-05-26T06:00:00Z""}"
554,normalize,date_normalized,"{""event_date"": ""2011-08-31T06:00:00Z""}"
555,normalize,date_normalized,"{""event_date"": ""2011-12-19T07:00:00Z""}"
556,normalize,date_normalized,"{""event_date"": ""2009-12-06T07:00:00Z""}"
557,normalize,date_normalized,"{""event_date"": ""2010-06-29T06:00:00Z""}"
558,normalize,date_normalized,"{""event_date"": ""2010-04-02T06:00:00Z""}"
559,normalize,date_normalized,"{""event_date"": ""2014-07-01T06:00:00Z""}"
560,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
561,normalize,date_normalized,"{""event_date"": ""2011-11-15T07:00:00Z""}"
562,normalize,date_normalized,"{""event_date"": ""2012-06-08T06:00:00Z""}"
563,normalize,date_normalized,"{""event_date"": ""2012-03-25T06:00:00Z""}"
564,normalize,date_normalized,"{""event_date"": ""2012-04-20T06:00:00Z""}"
565,normalize,date_normalized,"{""event_date"": ""2012-05-06T06:00:00Z""}"
566,normalize,date_normalized,"{""event_date"": ""2012-08-21T06:00:00Z""}"
567,normalize,date_normalized,"{""event_date"": ""2012-07-20T06:00:00Z""}"
568,normalize,date_normalized,"{""event_date"": ""2012-06-25T06:00:00Z""}"
569,normalize,date_normalized,"{""event_date"": ""2013-08-21T06:00:00Z""}"
570,normalize,date_normalized,"{""event_date"": ""2012-11-13T07:00:00Z""}"
571,normalize,date_normalized,"{""event_date"": ""2012-11-23T07:00:00Z""}"
572,normalize,date_normalized,"{""event_date"": ""2013-10-10T06:00:00Z""}"
573,normalize,date_normalized,"{""event_date"": ""2013-10-24T06:00:00Z""}"
574,normalize,date_normalized,"{""event_date"": ""2010-09-28T06:00:00Z""}"
575,normalize,date_normalized,"{""event_date"": ""2011-09-13T06:00:00Z""}"
576,normalize,date_normalized,"{""event_date"": ""2013-02-01T07:00:00Z""}"
577,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
578,normalize,date_normalized,"{""event_date"": ""2012-08-28T06:00:00Z""}"
579,normalize,date_normalized,"{""event_date"": ""2013-08-29T06:00:00Z""}"
580,normalize,date_normalized,"{""event_date"": ""2012-08-20T06:00:00Z""}"
581,normalize,date_normalized,"{""event_date"": ""2010-08-02T06:00:00Z""}"
582,normalize,date_normalized,"{""event_date"": ""2013-04-17T06:00:00Z""}"
583,normalize,date_normalized,"{""event_date"": ""2013-12-02T07:00:00Z""}"
584,normalize,date_normalized,"{""event_date"": ""2013-08-02T06:00:00Z""}"
585,normalize,date_normalized,"{""event_date"": ""2008-05-08T06:00:00Z""}"
586,normalize,date_normalized,"{""event_date"": ""2015-02-26T07:00:00Z""}"
587,normalize,date_normalized,"{""event_date"": ""2015-02-24T07:00:00Z""}"
588,normalize,date_normalized,"{""event_date"": ""2012-04-27T06:00:00Z""}"
589,normalize,date_normalized,"{""event_date"": ""2013-09-17T06:00:00Z""}"
590,normalize,date_normalized,"{""event_date"": ""2011-06-15T06:00:00Z""}"
591,normalize,date_normalized,"{""event_date"": ""2012-07-03T06:00:00Z""}"
592,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
593,normalize,date_normalized,"{""event_date"": ""2013-01-15T07:00:00Z""}"
594,normalize,date_normalized,"{""event_date"": ""2011-07-22T06:00:00Z""}"
